vehicle_record_id,observation_id,batch_no,model_code,brand,manufacturer,product_name,common_name,detail_url,publish_date,source,stage,record_quality,source_vehicle_type,vehicle_category,vehicle_subcategory,analysis_scope,catalog_no,source_section,vehicle_tax_match_flag,purchase_tax_match_flag,multi_enterprise_count,multi_brand_flag,tax_catalog_match_flag
402:JKC6460,402:JKC6460:confirmed,402,JKC6460,鑫源,鑫源汽车有限公司,纯电动多用途乘用车,E3,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,0,1,1,0,1
402:JKC6470,402:JKC6470:confirmed,402,JKC6470,鑫源,鑫源汽车有限公司,多用途乘用车 / 纯电动多用途乘用车,向上v6,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,0,1,1,0,1
402:JKC6490,402:JKC6490:confirmed,402,JKC6490,鑫源,鑫源汽车有限公司,纯电动多用途乘用车,E3L,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,0,1,1,0,1
402:JL6551,402:JL6551:confirmed,402,JL6551,远程,浙江豪情汽车制造有限公司,纯电动多用途乘用车,SV,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,1,1,0,1
402:JX1032,402:JX1032:confirmed,402,JX1032,江铃,江铃汽车股份有限公司,多用途货车 / 多用途货车底盘,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,0,0,1,0,0
402:JX6491,402:JX6491:confirmed,402,JX6491,江铃,江铃汽车股份有限公司,纯电动多用途乘用车,金琥EV80,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,0,1,1,0,1
402:JX6521,402:JX6521:confirmed,402,JX6521,江铃,江铃汽车股份有限公司,纯电动多用途乘用车,金琥EV80L,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,0,1,1,0,1
402:JX7001,402:JX7001:confirmed,402,JX7001,羿驰,江西江铃集团新能源汽车有限公司,换电式纯电动轿车 / 纯电动轿车,羿驰05,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,换电式纯电动轿车,passenger_vehicle,sedan,in_scope,165,一、汽车生产企业,0,1,1,0,1
402:KDK5050X,402:KDK5050X:confirmed,402,KDK5050X,朗奇,大连宽大特种车辆有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(六)99,民用改装车生产企业,0,0,1,0,0
402:LDY5100X,402:LDY5100X:confirmed,402,LDY5100X,诺马迪森,河南德野专用车辆股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)98,民用改装车生产企业,0,0,1,0,0
402:LDY5230X,402:LDY5230X:confirmed,402,LDY5230X,诺马迪森,河南德野专用车辆股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)98,民用改装车生产企业,0,0,1,0,0
402:LFH5042X,402:LFH5042X:confirmed,402,LFH5042X,罗霍尔德,浙江罗夫哈特汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)80,民用改装车生产企业,0,0,1,0,0
402:LFH5060X,402:LFH5060X:confirmed,402,LFH5060X,罗霍尔德,浙江罗夫哈特汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)80,民用改装车生产企业,0,0,1,0,0
402:LLC5050X,402:LLC5050X:confirmed,402,LLC5050X,朗宸,洛阳凌宇朗宸汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)101,民用改装车生产企业,0,0,1,0,0
402:LTS6510,402:LTS6510:confirmed,402,LTS6510,莲花,浙江吉利汽车有限公司,插电式混合动力多用途乘用车,FOR ME,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,1,1,1,0,1
402:LZ6520,402:LZ6520:confirmed,402,LZ6520,东风,东风柳州汽车有限公司,插电式混合动力多用途乘用车,V9,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,91,一、汽车生产企业,1,1,1,0,1
402:LZW6500,402:LZW6500:confirmed,402,LZW6500,五菱,上汽通用五菱汽车股份有限公司,换电式纯电动多用途乘用车,五菱扬光,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,0,1,1,0,1
402:LZW6502,402:LZW6502:confirmed,402,LZW6502,五菱,上汽通用五菱汽车股份有限公司,插电式混合动力多用途乘用车,星光L,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,1,1,1,0,1
402:LZW6550,402:LZW6550:confirmed,402,LZW6550,五菱,上汽通用五菱汽车股份有限公司,纯电动多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,0,0,1,0,0
402:LZW7001,402:LZW7001:confirmed,402,LZW7001,五菱,上汽通用五菱汽车股份有限公司,纯电动轿车,宏光MINIEV,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,92,一、汽车生产企业,0,1,1,0,1
402:LZW7007,402:LZW7007:confirmed,402,LZW7007,五菱,上汽通用五菱汽车股份有限公司,纯电动轿车,五菱缤果Pro,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,92,一、汽车生产企业,0,1,1,0,1
402:LZX5120X,402:LZX5120X:confirmed,402,LZX5120X,华悦达,湖北旭帆专用汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)114,民用改装车生产企业,0,0,1,0,0
402:MR7152,402:MR7152:confirmed,402,MR7152,吉利,浙江吉利汽车有限公司,插电式混合动力轿车,银河星耀8,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,1,1,1,0,1
402:MR7154,402:MR7154:confirmed,402,MR7154,吉利,浙江吉利汽车有限公司,混合动力轿车,preface,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,1,0,1,0,1
402:NEQ6420,402:NEQ6420:confirmed,402,NEQ6420,爱咖,奇瑞新能源汽车股份有限公司,换电式纯电动多用途乘用车 / 纯电动多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,174,一、汽车生产企业,0,0,1,0,0
402:NEQ6490,402:NEQ6490:confirmed,402,NEQ6490,爱咖,奇瑞新能源汽车股份有限公司,插电式增程混合动力多用途乘用车,V27,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,174,一、汽车生产企业,1,1,1,0,1
402:NEQ6510,402:NEQ6510:confirmed,402,NEQ6510,爱咖,奇瑞新能源汽车股份有限公司,插电式增程混合动力多用途乘用车,V27,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,174,一、汽车生产企业,1,1,1,0,1
402:NJ5046X,402:NJ5046X:confirmed,402,NJ5046X,依维柯,南京汽车集团有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,44,一、汽车生产企业,0,0,1,0,0
402:NJ6540,402:NJ6540:confirmed,402,NJ6540,超越,南京汽车集团有限公司,纯电动多用途乘用车,聚星,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,44,一、汽车生产企业,0,1,1,0,1
402:NJ6550,402:NJ6550:confirmed,402,NJ6550,超越,南京汽车集团有限公司,纯电动多用途乘用车,领胜,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,44,一、汽车生产企业,0,1,1,0,1
402:NJL6553,402:NJL6553:confirmed,402,NJL6553,创维,南京金龙客车制造有限公司,纯电动多用途乘用车,插电式增程混合动力多用途乘用车,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,142,一、汽车生产企业,1,1,1,0,1
402:QCJ2040,402:QCJ2040:confirmed,402,QCJ2040,仰望,比亚迪汽车有限公司,插电式混合动力越野乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,108,一、汽车生产企业,0,0,1,0,0
402:QCJ6460,402:QCJ6460:confirmed,402,QCJ6460,方程豹,比亚迪汽车有限公司,纯电动多用途乘用车,方程豹钛3,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,108,一、汽车生产企业,0,1,1,0,1
402:QCJ6500,402:QCJ6500:confirmed,402,QCJ6500,方程豹,比亚迪汽车工业有限公司,插电式混合动力多用途乘用车,方程豹钛7,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,1,1,1,0,1
402:QCJ7000,402:QCJ7000:confirmed,402,QCJ7000,仰望,比亚迪汽车工业有限公司,纯电动轿车,仰望U7,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,0,1,1,0,1
402:QCJ7200,402:QCJ7200:confirmed,402,QCJ7200,仰望,比亚迪汽车工业有限公司,插电式混合动力轿车,仰望U7,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,1,1,1,0,1
402:QFA5030X,402:QFA5030X:confirmed,402,QFA5030X,趣蜂,江西趣蜂专用车装备有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十四)48,民用改装车生产企业,0,0,1,0,0
402:QYZ5033X,402:QYZ5033X:confirmed,402,QYZ5033X,重特,重庆凯瑞特种车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)10,民用改装车生产企业,0,0,1,0,0
402:SAL7000,402:SAL7000:confirmed,402,SAL7000,光束(MINI),光束汽车有限公司,纯电动轿车,MINI Aceman E,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,213,一、汽车生产企业,0,1,1,0,1
402:SC1038,402:SC1038:confirmed,402,SC1038,长安,河北长安汽车有限公司,插电式增程混合动力多用途货车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式增程混合动力多用途货车,passenger_vehicle,suv_mpv,in_scope,22,一、汽车生产企业,1,0,1,0,1
402:SC6460,402:SC6460:confirmed,402,SC6460,长安,重庆长安汽车股份有限公司,插电式混合动力运动型乘用车 / 混合动力运动型乘用车,CS55 HEV,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,1,1,1,0,1
402:SC6480,402:SC6480:confirmed,402,SC6480,长安,合肥长安汽车有限公司,多用途乘用车 / 混合动力多用途乘用车,CS75 HEV,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,1,1,1,0,1
402:SC7000,402:SC7000:confirmed,402,SC7000,长安,合肥长安汽车有限公司,纯电动轿车,长安欧尚520,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,0,1,2,0,1
402:SC7150,402:SC7150:confirmed,402,SC7150,长安,重庆长安汽车股份有限公司,插电式混合动力轿车 / 混合动力轿车,UNI-V,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,1,1,1,0,1
402:SGM6525,402:SGM6525:confirmed,402,SGM6525,凯迪拉克(CADILLAC),上汽通用汽车有限公司,纯电动运动型乘用车,VISTIQ,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动运动型乘用车,passenger_vehicle,suv_mpv,in_scope,6,一、汽车生产企业,0,1,1,0,1
402:SH1030,402:SH1030:confirmed,402,SH1030,大通,上汽大通汽车有限公司,多用途货车底盘,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途货车底盘,passenger_vehicle,suv_mpv,in_scope,41,一、汽车生产企业,0,0,1,0,0
402:SH6541,402:SH6541:confirmed,402,SH6541,大通,上汽大通汽车有限公司,纯电动多用途乘用车,MILA 1,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,41,一、汽车生产企业,0,1,1,0,1
402:SH6554,402:SH6554:confirmed,402,SH6554,大通,上汽大通汽车有限公司,纯电动多用途乘用车,EV90,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,41,一、汽车生产企业,0,1,1,0,1
402:SJQ5032X,402:SJQ5032X:confirmed,402,SJQ5032X,大衡辉,河北凯泰专用汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,0,0,1,0,0
402:SJQ5070X,402:SJQ5070X:confirmed,402,SJQ5070X,大衡辉,河北凯泰专用汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,0,0,1,0,0
402:SJQ5071X,402:SJQ5071X:confirmed,402,SJQ5071X,大衡辉,河北凯泰专用汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,0,0,1,0,0
402:SLT5042X,402:SLT5042X:confirmed,402,SLT5042X,金冠圣路,重庆金冠汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)12,民用改装车生产企业,0,1,1,0,1
402:SLT5044X,402:SLT5044X:confirmed,402,SLT5044X,金冠圣路,重庆金冠汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)12,民用改装车生产企业,0,0,1,0,0
402:SQH5040X,402:SQH5040X:confirmed,402,SQH5040X,勤宏,四川川宏机械有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)29,民用改装车生产企业,0,0,1,0,0
402:SQR2030,402:SQR2030:confirmed,402,SQR2030,捷途,奇瑞汽车股份有限公司,插电式混合动力越野乘用车,捷途纵横G700,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6450,402:SQR6450:confirmed,402,SQR6450,奇瑞,奇瑞汽车股份有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,0,0,1,0,0
402:SQR6470,402:SQR6470:confirmed,402,SQR6470,奇瑞,奇瑞汽车股份有限公司,多用途乘用车 / 插电式混合动力多用途乘用车,山海T1,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,1,1
402:SQR6471,402:SQR6471:confirmed,402,SQR6471,捷途,奇瑞汽车股份有限公司,多用途乘用车 / 插电式混合动力多用途乘用车,山海L7 C-DM,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6472,402:SQR6472:confirmed,402,SQR6472,奇瑞,奇瑞汽车股份有限公司,插电式混合动力多用途乘用车,风云T8L C-DM,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6480,402:SQR6480:confirmed,402,SQR6480,捷途,奇瑞汽车股份有限公司,多用途乘用车 / 插电式混合动力多用途乘用车,山海L7 PLUS C-DM,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6481,402:SQR6481:confirmed,402,SQR6481,奇瑞,奇瑞汽车股份有限公司,插电式混合动力多用途乘用车,风云T9 C-DM,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6490,402:SQR6490:confirmed,402,SQR6490,奇瑞,奇瑞汽车股份有限公司,多用途乘用车 / 插电式混合动力多用途乘用车,风云T9L,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR6491,402:SQR6491:confirmed,402,SQR6491,奇瑞,奇瑞汽车股份有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,0,0,1,0,0
402:SQR6521,402:SQR6521:confirmed,402,SQR6521,奇瑞,奇瑞汽车股份有限公司,插电式增程混合动力多用途乘用车,风云T11,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR7151,402:SQR7151:confirmed,402,SQR7151,星途,奇瑞汽车股份有限公司,插电式增程混合动力轿车,STERRA ES,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,1,1,1,0,1
402:SQR7163,402:SQR7163:confirmed,402,SQR7163,奇瑞,奇瑞汽车股份有限公司,轿车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,0,0,1,0,0
402:SQR7203,402:SQR7203:confirmed,402,SQR7203,奇瑞,奇瑞汽车股份有限公司,轿车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,0,0,1,0,0
402:SQR7204,402:SQR7204:confirmed,402,SQR7204,奇瑞,奇瑞汽车股份有限公司,轿车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,0,0,1,0,0
402:SVW6501,402:SVW6501:confirmed,402,SVW6501,奥迪(AUDI),上汽大众汽车有限公司,纯电动多用途乘用车,E7X,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,5,一、汽车生产企业,0,1,1,0,1
402:SVW7152,402:SVW7152:confirmed,402,SVW7152,大众汽车(VOLKSWAGEN),上汽大众汽车有限公司,插电式混合动力轿车,PASSAT ePRO,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,5,一、汽车生产企业,0,1,1,0,1
402:SY6535,402:SY6535:confirmed,402,SY6535,金杯,华晨雷诺金杯汽车有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,33,一、汽车生产企业,0,0,1,0,0
402:WHJ6520,402:WHJ6520:confirmed,402,WHJ6520,凯翼,宜宾凯翼汽车有限公司,纯电动多用途乘用车,江豚E7,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,137,一、汽车生产企业,0,1,1,0,1
402:WHP5040X,402:WHP5040X:confirmed,402,WHP5040X,卫航,江苏卫航汽车通信科技有限责任公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)121,民用改装车生产企业,0,0,1,0,0
402:WHR5050X,402:WHR5050X:confirmed,402,WHR5050X,赛家,湖北赛家汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)142,民用改装车生产企业,0,0,1,0,0
402:WSP5081X,402:WSP5081X:confirmed,402,WSP5081X,衞士,北京中资燕京汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(一)50,民用改装车生产企业,0,0,1,0,0
402:WWW5040X,402:WWW5040X:confirmed,402,WWW5040X,亿多星,中工车辆湖北省有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)209,民用改装车生产企业,0,0,1,0,0
402:WZH5040X,402:WZH5040X:confirmed,402,WZH5040X,旅美,芜湖智恒汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十二)56,民用改装车生产企业,0,0,1,0,0
402:XYT5031X,402:XYT5031X:confirmed,402,XYT5031X,新逾捷,重庆新逾捷特种车辆有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)44,民用改装车生产企业,1,0,1,0,1
402:YZ6512,402:YZ6512:confirmed,402,YZ6512,渝州,重汽(重庆)轻型汽车有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,102,一、汽车生产企业,0,0,1,0,0
402:YZ6552,402:YZ6552:confirmed,402,YZ6552,渝州,重汽(重庆)轻型汽车有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2025/12/31/art_1691_11974.html,2025-12-31,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,102,一、汽车生产企业,0,0,1,0,0
