order_number,product_name,lock_time,config_version,attribute,value,value_code,code,included
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO152828689069310,智己LS8 52 Max+ 奢享大六座,2026-04-19 17:21:47,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO152829861893947,智己LS8 66 Ultra 科技旗舰大五座,2026-05-03 14:45:49,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153075856119834,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 14:45:22,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153180455464863,智己LS8 52 Max+ 科技旗舰大五座,2026-07-27 16:56:02,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153225375442278,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 16:46:12,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153326506193347,智己LS8 52 Max+ 科技旗舰大五座,2026-05-30 16:18:25,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153438952349597,智己LS8 52 Max+ 奢享大六座,2026-04-22 13:30:25,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO153492112240670,智己LS8 66 Ultra 科技旗舰大五座,2026-08-05 19:49:52,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO153637540766938,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:14:02,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,是,Y,Y,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO153965217263207,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:31:41,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,是,Y,Y,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO153987270874773,智己LS8 66 Ultra 科技旗舰大五座,2026-05-10 00:00:38,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO153995790367193,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:29:00,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,轮毂,22英寸星冕镜面超奢轮辋,SD-TI22,SD-TI22,True
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,全线控转向系统,否,N,N,False
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO154022866067064,智己LS8 66 Ultra 奢享大六座,2026-05-30 19:34:52,奢享大六座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,轮毂,22英寸星冕镜面超奢轮辋,SD-TI22,SD-TI22,True
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,已选,超远距高精度激光雷达,Stand,Stand,True
SO154047591014000,智己LS8 66 Ultra 科技旗舰大五座,2026-06-07 15:06:12,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154169992571041,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 11:02:28,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154189440923374,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:04:01,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,全线控转向系统,否,N,N,False
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO154269231165545,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:37:34,奢享大六座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,外饰,乔戈里银,EX1-SSA,EX1-SSA,True
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154340114799529,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:51:40,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154420500941033,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 17:25:31,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154659885492843,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 22:57:23,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO154783620468834,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:39:18,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO154812447642732,智己LS8 52 Max+ 科技旗舰大五座,2026-04-27 15:34:12,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO154855495485494,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:12:02,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO154855495485494,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:12:02,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
