数据日期,主体,月度累计,月日均,4月W3(13~19),4月W4(20~26),4月W5(27~30),5月W1(01~04),每日_04/26_周日,每日_04/27_周一,每日_04/28_周二,每日_04/29_周三,每日_04/30_周四,每日_05/01_周五,每日_05/02_周六,每日_05/03_周日,每日_05/04_周一,下月累计,下月日均,同比,环比,5月W1(01~05),5月W2(06~10),5月W3(11~13),每日_05/05_周二,每日_05/06_周三,每日_05/07_周四,每日_05/08_周五,每日_05/09_周六,每日_05/10_周日,每日_05/11_周一,每日_05/12_周二,每日_05/13_周三,5月W3(11~17),5月W4(18~22),每日_05/14_周四,每日_05/15_周五,每日_05/16_周六,每日_05/17_周日,每日_05/18_周一,每日_05/19_周二,每日_05/20_周三,每日_05/21_周四,每日_05/22_周五,5月W4(18~24),5月W5(25~31),每日_05/23_周六,每日_05/24_周日,每日_05/25_周一,每日_05/26_周二,每日_05/27_周三,每日_05/28_周四,每日_05/29_周五,每日_05/30_周六,每日_05/31_周日,6月W1(01~07),6月W2(08~09),每日_06/01_周一,每日_06/02_周二,每日_06/03_周三,每日_06/04_周四,每日_06/05_周五,每日_06/06_周六,每日_06/07_周日,每日_06/08_周一,每日_06/09_周二,6月W2(08~14),6月W3(15~18),每日_06/10_周三,每日_06/11_周四,每日_06/12_周五,每日_06/13_周六,每日_06/14_周日,每日_06/15_周一,每日_06/16_周二,每日_06/17_周三,每日_06/18_周四,6月W3(15~21),6月W4(22~27),每日_06/19_周五,每日_06/20_周六,每日_06/21_周日,每日_06/22_周一,每日_06/23_周二,每日_06/24_周三,每日_06/25_周四,每日_06/26_周五,每日_06/27_周六,6月W4(22~28),6月W5(29~30),7月W1(01~05),7月W2(06~06),每日_06/28_周日,每日_06/29_周一,每日_06/30_周二,每日_07/01_周三,每日_07/02_周四,每日_07/03_周五,每日_07/04_周六,每日_07/05_周日,每日_07/06_周一,7月W2(06~12),7月W3(13~15),每日_07/07_周二,每日_07/08_周三,每日_07/09_周四,每日_07/10_周五,每日_07/11_周六,每日_07/12_周日,每日_07/13_周一,每日_07/14_周二,每日_07/15_周三,7月W3(13~19),7月W4(20~24),每日_07/16_周四,每日_07/17_周五,每日_07/18_周六,每日_07/19_周日,每日_07/20_周一,每日_07/21_周二,每日_07/22_周三,每日_07/23_周四,每日_07/24_周五,7月W4(20~26),7月W5(27~31),8月W1(01~01),每日_07/25_周六,每日_07/26_周日,每日_07/27_周一,每日_07/28_周二,每日_07/29_周三,每日_07/30_周四,每日_07/31_周五,每日_08/01_周六,12月W1(01~07),12月W2(08~14),12月W3(15~21),12月W4(22~22),每日_12/14_周日,每日_12/15_周一,每日_12/16_周二,每日_12/17_周三,每日_12/18_周四,每日_12/19_周五,每日_12/20_周六,每日_12/21_周日,每日_12/22_周一,2月W2(09~14),2月W3(15~23),2月W4(24~28),3月W1(01~03),每日_02/23_周一,每日_02/24_周二,每日_02/25_周三,每日_02/26_周四,每日_02/27_周五,每日_02/28_周六,每日_03/01_周日,每日_03/02_周一,每日_03/03_周二,3月W1(01~08),3月W2(09~12),每日_03/04_周三,每日_03/05_周四,每日_03/06_周五,每日_03/07_周六,每日_03/08_周日,每日_03/09_周一,每日_03/10_周二,每日_03/11_周三,每日_03/12_周四,3月W2(09~15),3月W3(16~21),每日_03/13_周五,每日_03/14_周六,每日_03/15_周日,每日_03/16_周一,每日_03/17_周二,每日_03/18_周三,每日_03/19_周四,每日_03/20_周五,每日_03/21_周六,3月W3(16~22),3月W4(23~29),3月W5(30~30),每日_03/22_周日,每日_03/23_周一,每日_03/24_周二,每日_03/25_周三,每日_03/26_周四,每日_03/27_周五,每日_03/28_周六,每日_03/29_周日,每日_03/30_周一,3月W5(30~31),4月W1(01~05),4月W2(06~08),每日_03/31_周二,每日_04/01_周三,每日_04/02_周四,每日_04/03_周五,每日_04/04_周六,每日_04/05_周日,每日_04/06_周一,每日_04/07_周二,每日_04/08_周三,4月W2(06~12),4月W3(13~17),每日_04/09_周四,每日_04/10_周五,每日_04/11_周六,每日_04/12_周日,每日_04/13_周一,每日_04/14_周二,每日_04/15_周三,每日_04/16_周四,每日_04/17_周五,每日_04/18_周六,每日_04/19_周日,每日_04/20_周一,每日_04/21_周二,每日_04/22_周三,每日_04/23_周四,每日_04/24_周五,每日_04/25_周六,11月W2(10~16),11月W3(17~23),11月W4(24~30),12月W1(01~04),每日_11/26_周三,每日_11/27_周四,每日_11/28_周五,每日_11/29_周六,每日_11/30_周日,每日_12/01_周一,每日_12/02_周二,每日_12/03_周三,每日_12/04_周四,12月W2(08~13),每日_12/05_周五,每日_12/06_周六,每日_12/07_周日,每日_12/08_周一,每日_12/09_周二,每日_12/10_周三,每日_12/11_周四,每日_12/12_周五,每日_12/13_周六,12月W4(22~28),12月W5(29~31),每日_12/23_周二,每日_12/24_周三,每日_12/25_周四,每日_12/26_周五,每日_12/27_周六,每日_12/28_周日,每日_12/29_周一,每日_12/30_周二,每日_12/31_周三,1月W1(01~04),1月W2(05~09),每日_01/01_周四,每日_01/02_周五,每日_01/03_周六,每日_01/04_周日,每日_01/05_周一,每日_01/06_周二,每日_01/07_周三,每日_01/08_周四,每日_01/09_周五,1月W2(05~11),1月W3(12~18),每日_01/10_周六,每日_01/11_周日,每日_01/12_周一,每日_01/13_周二,每日_01/14_周三,每日_01/15_周四,每日_01/16_周五,每日_01/17_周六,每日_01/18_周日,1月W4(19~25),1月W5(26~27),每日_01/19_周一,每日_01/20_周二,每日_01/21_周三,每日_01/22_周四,每日_01/23_周五,每日_01/24_周六,每日_01/25_周日,每日_01/26_周一,每日_01/27_周二,1月W5(26~31),2月W1(01~05),每日_01/28_周三,每日_01/29_周四,每日_01/30_周五,每日_01/31_周六,每日_02/01_周日,每日_02/02_周一,每日_02/03_周二,每日_02/04_周三,每日_02/05_周四,2月W1(01~08),每日_02/06_周五,每日_02/07_周六,每日_02/08_周日,每日_02/09_周一,每日_02/10_周二,每日_02/11_周三,每日_02/12_周四,每日_02/13_周五,每日_02/14_周六,每日_02/15_周日,每日_02/16_周一,每日_02/17_周二,每日_02/18_周三,每日_02/19_周四,每日_02/20_周五,每日_02/21_周六,每日_02/22_周日,2月W4(24~26)
2026-05-04,奥迪E7X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,帕萨特家族,7756.0,259.0,268.0,231.0,374.0,540.0,309.0,261.0,318.0,442.0,475.0,462.0,535.0,612.0,550.0,2159,540,-0.508536307762349,1.86339522546419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,途观L家族,8595.0,287.0,304.0,277.0,378.0,674.0,372.0,325.0,341.0,396.0,451.0,577.0,686.0,758.0,676.0,2697,674,-0.369122807017544,2.51629726205997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,奥迪E5,946.0,32.0,32.0,35.0,28.0,50.0,49.0,24.0,21.0,26.0,39.0,42.0,57.0,46.0,54.0,199,50,,1.88405797101449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,GL8陆尚,3616.0,121.0,125.0,132.0,163.0,122.0,105.0,126.0,185.0,187.0,154.0,143.0,120.0,113.0,113.0,489,122,-0.83327650869417,0.307486631016043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,GL8陆尊,2642.0,88.0,93.0,85.0,89.0,90.0,70.0,92.0,82.0,96.0,87.0,96.0,88.0,81.0,96.0,361,90,-0.4359375,0.128125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,至境世家,1468.0,49.0,51.0,45.0,55.0,36.0,31.0,44.0,52.0,58.0,67.0,36.0,37.0,36.0,34.0,143,36,,-0.235294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,至境E7,3907.0,130.0,0.0,417.0,248.0,646.0,466.0,241.0,252.0,246.0,251.0,674.0,680.0,743.0,487.0,2584,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,昂科威Plus,6011.0,200.0,180.0,232.0,243.0,541.0,324.0,235.0,263.0,248.0,226.0,545.0,547.0,510.0,563.0,2165,541,-0.283824015878267,2.45846645367412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,缤果家族,28723.0,957.0,1644.0,1106.0,1326.0,1353.0,1022.0,1055.0,1317.0,1348.0,1585.0,1445.0,1382.0,1329.0,1254.0,5410,1353,1.09203402938902,3.15833973866257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,华境S,628.0,21.0,7.0,30.0,79.0,143.0,30.0,78.0,82.0,80.0,75.0,166.0,114.0,146.0,146.0,572,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,五菱星光L,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,MG 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,至境L7 BEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,全新MG4,12565.0,419.0,,,714.0,,,,,,,,,,,7614,586,,0.95030737704918,831.0,469.0,372.0,970.0,469.0,456.0,367.0,395.0,656.0,377.0,391.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,MG 4X,0.0,0.0,,,0.0,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,荣威新i6,718.0,24.0,,,177.0,,,,,,,,,,,3093,238,,772.25,580.0,29.0,16.0,1678.0,15.0,25.0,16.0,30.0,58.0,20.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,M7 DMH,1073.0,36.0,,,36.0,,,,,,,,,,,624,48,,0.316455696202532,73.0,29.0,39.0,67.0,30.0,27.0,24.0,32.0,31.0,28.0,15.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,尚界H5,3572.0,119.0,,,56.0,,,,,,,,,,,1481,114,,-0.261714855433699,195.0,80.0,35.0,200.0,88.0,143.0,41.0,45.0,85.0,37.0,39.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,尚界Z7,9631.0,321.0,,,339.0,,,,,,,,,,,6479,498,,,769.0,379.0,246.0,803.0,346.0,281.0,248.0,288.0,732.0,271.0,231.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,智己LS9,1874.0,62.0,,,55.0,,,,,,,,,,,753,58,,-0.0432020330368488,75.0,47.0,48.0,92.0,36.0,47.0,46.0,48.0,57.0,51.0,52.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,智己LS8,5354.0,178.0,,,104.0,,,,,,,,,,,1330,102,,46.5,151.0,79.0,60.0,172.0,84.0,78.0,65.0,67.0,103.0,61.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,智己LS6,3231.0,108.0,,,89.0,,,,,,,,,,,1835,141,0.208031599736669,0.284114765570329,216.0,104.0,78.0,242.0,83.0,130.0,80.0,86.0,142.0,74.0,66.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,大众ID.ERA 9X,5888.0,196.0,,,147.0,,,,,,,,,,,2911,224,,,215.0,298.0,115.0,268.0,202.0,187.0,218.0,382.0,503.0,217.0,73.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,奥迪E7X,0.0,0.0,,,0.0,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,帕萨特家族,7756.0,259.0,,,374.0,,,,,,,,,,,4652,358,-0.566812552379179,0.563172043010753,544.0,255.0,218.0,563.0,280.0,245.0,266.0,215.0,269.0,278.0,190.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,途观L家族,8595.0,287.0,,,378.0,,,,,,,,,,,5839,449,-0.440548050205998,0.784535452322738,674.0,352.0,237.0,671.0,367.0,310.0,376.0,289.0,418.0,388.0,167.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,奥迪E5,946.0,32.0,,,28.0,,,,,,,,,,,443,34,442,0.135897435897436,51.0,29.0,14.0,54.0,27.0,27.0,21.0,24.0,48.0,14.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
